Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Datetime,,,,,
2025-07-01 13:30:00+00:00,497.19000244140625,498.04998779296875,495.6400146484375,496.4700012207031,1487731
2025-07-01 13:45:00+00:00,497.4649963378906,497.95001220703125,496.8999938964844,497.1449890136719,515443
2025-07-01 14:00:00+00:00,497.4750061035156,498.0199890136719,496.4200134277344,497.3999938964844,593710
2025-07-01 14:15:00+00:00,497.1549987792969,497.989990234375,496.70001220703125,497.4750061035156,490543
2025-07-01 14:30:00+00:00,496.4049987792969,497.1400146484375,495.95001220703125,497.1300048828125,755031
2025-07-01 14:45:00+00:00,495.3924865722656,496.8599853515625,495.2699890136719,496.42999267578125,662815
2025-07-01 15:00:00+00:00,492.3815002441406,495.5899963378906,491.8299865722656,495.3699951171875,1254445
2025-07-01 15:15:00+00:00,493.80499267578125,494.0199890136719,491.8999938964844,492.3800048828125,732592
2025-07-01 15:30:00+00:00,492.57159423828125,493.95001220703125,491.95001220703125,493.7699890136719,459923
2025-07-01 15:45:00+00:00,491.8450012207031,492.8500061035156,491.82501220703125,492.60888671875,398885
2025-07-01 16:00:00+00:00,492.20001220703125,492.25,490.9800109863281,491.8450012207031,541120
2025-07-01 16:15:00+00:00,491.8800048828125,492.6449890136719,491.6600036621094,492.2300109863281,706204
2025-07-01 16:30:00+00:00,492.9649963378906,493.07000732421875,491.5899963378906,491.7799987792969,364602
2025-07-01 16:45:00+00:00,493.489990234375,494.04998779296875,492.81500244140625,492.9750061035156,467372
2025-07-01 17:00:00+00:00,493.2200012207031,493.8500061035156,493.1300048828125,493.489990234375,386320
2025-07-01 17:15:00+00:00,493.25421142578125,493.8599853515625,493.0245056152344,493.239990234375,356508
2025-07-01 17:30:00+00:00,492.5899963378906,493.2900085449219,492.2300109863281,493.2550048828125,343842
2025-07-01 17:45:00+00:00,493.25738525390625,493.3500061035156,492.45001220703125,492.6000061035156,326929
2025-07-01 18:00:00+00:00,492.79998779296875,493.29998779296875,492.75,493.25,275508
2025-07-01 18:15:00+00:00,492.54998779296875,493.0400085449219,492.3399963378906,492.79998779296875,272066
2025-07-01 18:30:00+00:00,492.4100036621094,492.94000244140625,492.28131103515625,492.5400085449219,275240
2025-07-01 18:45:00+00:00,492.375,492.70001220703125,492.32769775390625,492.4100036621094,273954
2025-07-01 19:00:00+00:00,491.7099914550781,492.3599853515625,491.19000244140625,492.3599853515625,734428
2025-07-01 19:15:00+00:00,492.2900085449219,492.5199890136719,491.7699890136719,491.7799987792969,617663
2025-07-01 19:30:00+00:00,492.27508544921875,492.4783935546875,491.80499267578125,492.2950134277344,446134
2025-07-01 19:45:00+00:00,492.0199890136719,493.0150146484375,492.0,492.29998779296875,1676257
2025-07-02 13:30:00+00:00,493.0899963378906,493.239990234375,488.70001220703125,489.989990234375,2038784
2025-07-02 13:45:00+00:00,491.0150146484375,493.5,490.80999755859375,492.9649963378906,638742
2025-07-02 14:00:00+00:00,491.25,491.6300048828125,490.30999755859375,490.989990234375,661826
2025-07-02 14:15:00+00:00,491.7650146484375,491.94000244140625,491.1099853515625,491.25,487043
2025-07-02 14:30:00+00:00,491.4700012207031,491.9798889160156,491.1199951171875,491.79998779296875,416875
2025-07-02 14:45:00+00:00,491.80999755859375,492.6487121582031,491.45001220703125,491.45001220703125,527730
2025-07-02 15:00:00+00:00,492.2200012207031,492.760009765625,491.82000732421875,491.8299865722656,411066
2025-07-02 15:15:00+00:00,491.94000244140625,492.4599914550781,491.82000732421875,492.25,721154
2025-07-02 15:30:00+00:00,491.375,492.3900146484375,491.239990234375,491.9599914550781,439292
2025-07-02 15:45:00+00:00,491.67999267578125,491.6899108886719,491.260009765625,491.375,306533
2025-07-02 16:00:00+00:00,492.5,492.62750244140625,491.6400146484375,491.67999267578125,323604
2025-07-02 16:15:00+00:00,492.1759948730469,492.67999267578125,491.7300109863281,492.4700012207031,280031
2025-07-02 16:30:00+00:00,491.7349853515625,492.2099914550781,491.70001220703125,492.1499938964844,227086
2025-07-02 16:45:00+00:00,491.29998779296875,491.7900085449219,491.2301025390625,491.7699890136719,246527
2025-07-02 17:00:00+00:00,490.9049987792969,491.3299865722656,490.7607116699219,491.2900085449219,302084
2025-07-02 17:15:00+00:00,490.2349853515625,490.88238525390625,490.1510009765625,490.88238525390625,325225
2025-07-02 17:30:00+00:00,490.125,490.5899963378906,490.0,490.2300109863281,404161
2025-07-02 17:45:00+00:00,490.4200134277344,490.4800109863281,489.8500061035156,490.0799865722656,447365
2025-07-02 18:00:00+00:00,490.2099914550781,490.55999755859375,490.0899963378906,490.4150085449219,205970
2025-07-02 18:15:00+00:00,490.07000732421875,490.25,489.9599914550781,490.2049865722656,241406
2025-07-02 18:30:00+00:00,490.2149963378906,490.33990478515625,489.9700012207031,490.0400085449219,222120
2025-07-02 18:45:00+00:00,490.15008544921875,490.2699890136719,489.7900085449219,490.20001220703125,323396
2025-07-02 19:00:00+00:00,489.8949890136719,490.6000061035156,489.8399963378906,490.19000244140625,391811
2025-07-02 19:15:00+00:00,490.2099914550781,490.227294921875,489.7200012207031,489.9100036621094,370256
2025-07-02 19:30:00+00:00,490.60009765625,490.69000244140625,490.0150146484375,490.20001220703125,470036
2025-07-02 19:45:00+00:00,490.9700012207031,492.0,490.4800109863281,490.6400146484375,1726177
2025-07-03 13:30:00+00:00,494.4649963378906,495.6300048828125,493.44000244140625,493.4949951171875,1383330
2025-07-03 13:45:00+00:00,496.07501220703125,496.3841857910156,494.5150146484375,494.5799865722656,774819
2025-07-03 14:00:00+00:00,498.2911071777344,499.0398864746094,496.07000732421875,496.07000732421875,1265775
2025-07-03 14:15:00+00:00,498.2762145996094,498.8349914550781,497.8800048828125,498.2950134277344,772387
2025-07-03 14:30:00+00:00,498.11859130859375,498.6400146484375,497.5679931640625,498.30999755859375,544275
2025-07-03 14:45:00+00:00,498.56500244140625,498.6499938964844,498.0350036621094,498.1199951171875,390172
2025-07-03 15:00:00+00:00,499.2699890136719,499.67999267578125,498.57501220703125,498.57501220703125,780529
2025-07-03 15:15:00+00:00,498.42999267578125,499.3299865722656,498.3500061035156,499.260009765625,731107
2025-07-03 15:30:00+00:00,499.55999755859375,499.57000732421875,498.32470703125,498.45001220703125,624098
2025-07-03 15:45:00+00:00,499.6499938964844,500.1199951171875,499.3900146484375,499.57000732421875,652829
2025-07-03 16:00:00+00:00,499.4649963378906,499.79998779296875,499.3999938964844,499.67999267578125,334136
2025-07-03 16:15:00+00:00,498.9284973144531,499.4700012207031,498.8299865722656,499.44000244140625,730566
2025-07-03 16:30:00+00:00,499.32501220703125,499.3999938964844,498.6199951171875,498.92999267578125,633808
2025-07-03 16:45:00+00:00,498.69000244140625,499.8399963378906,498.25,499.3399963378906,1267448
2025-07-07 13:30:00+00:00,498.04998779296875,498.3900146484375,497.0408020019531,497.3800048828125,1296681
2025-07-07 13:45:00+00:00,497.8500061035156,498.3800048828125,497.6199951171875,498.0799865722656,461068
2025-07-07 14:00:00+00:00,496.5299987792969,498.06500244140625,496.489990234375,497.82000732421875,439225
2025-07-07 14:15:00+00:00,497.6050109863281,497.8999938964844,495.9826965332031,496.510009765625,390144
2025-07-07 14:30:00+00:00,497.2799987792969,498.125,497.1000061035156,497.6199951171875,395574
2025-07-07 14:45:00+00:00,497.3500061035156,497.8999938964844,496.9750061035156,497.30999755859375,338020
2025-07-07 15:00:00+00:00,497.69500732421875,497.8699951171875,497.3399963378906,497.3399963378906,244375
2025-07-07 15:15:00+00:00,497.8399963378906,498.0899963378906,497.54998779296875,497.69500732421875,284960
2025-07-07 15:30:00+00:00,497.8699951171875,498.32000732421875,497.7301025390625,497.8450012207031,216622
