Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Datetime,,,,,
2025-07-01 13:30:00+00:00,175.64999389648438,177.22000122070312,175.47000122070312,176.80499267578125,2435902
2025-07-01 13:45:00+00:00,176.10000610351562,176.44000244140625,175.50999450683594,175.6300048828125,1226408
2025-07-01 14:00:00+00:00,176.3000030517578,176.627197265625,175.61500549316406,176.0800018310547,1026189
2025-07-01 14:15:00+00:00,176.4600067138672,176.85000610351562,176.1999969482422,176.3000030517578,832575
2025-07-01 14:30:00+00:00,176.2899932861328,176.4600067138672,175.77999877929688,176.4600067138672,968497
2025-07-01 14:45:00+00:00,175.40499877929688,176.44000244140625,175.3699951171875,176.27999877929688,1060967
2025-07-01 15:00:00+00:00,174.71499633789062,175.64999389648438,174.66000366210938,175.40499877929688,1562059
2025-07-01 15:15:00+00:00,176.03729248046875,176.1392059326172,174.67999267578125,174.7209930419922,903710
2025-07-01 15:30:00+00:00,176.1300048828125,176.25,175.8000030517578,176.02999877929688,852855
2025-07-01 15:45:00+00:00,176.03500366210938,176.33999633789062,175.96499633789062,176.14529418945312,419079
2025-07-01 16:00:00+00:00,175.65989685058594,176.07000732421875,175.16000366210938,176.0399932861328,696351
2025-07-01 16:15:00+00:00,175.4600067138672,175.67999267578125,175.15499877929688,175.64999389648438,930946
2025-07-01 16:30:00+00:00,175.6999969482422,175.77999877929688,175.3000030517578,175.44009399414062,699334
2025-07-01 16:45:00+00:00,175.97000122070312,176.1300048828125,175.6699981689453,175.7100067138672,769627
2025-07-01 17:00:00+00:00,176.3300018310547,176.5998992919922,175.97000122070312,175.97000122070312,560419
2025-07-01 17:15:00+00:00,176.1999969482422,176.4571990966797,175.96009826660156,176.30999755859375,440030
2025-07-01 17:30:00+00:00,176.61099243164062,176.61099243164062,176.21499633789062,176.21499633789062,426191
2025-07-01 17:45:00+00:00,176.6999969482422,176.8000030517578,176.3699951171875,176.59500122070312,702737
2025-07-01 18:00:00+00:00,176.7050018310547,176.8300018310547,176.60000610351562,176.69500732421875,533296
2025-07-01 18:15:00+00:00,176.69000244140625,176.90499877929688,176.58999633789062,176.71499633789062,332273
2025-07-01 18:30:00+00:00,176.39010620117188,176.77000427246094,176.35499572753906,176.69000244140625,373527
2025-07-01 18:45:00+00:00,176.23199462890625,176.49000549316406,176.1999969482422,176.39999389648438,379726
2025-07-01 19:00:00+00:00,176.32000732421875,176.39990234375,175.8300018310547,176.23500061035156,649380
2025-07-01 19:15:00+00:00,176.8300018310547,176.96499633789062,176.32000732421875,176.32000732421875,488097
2025-07-01 19:30:00+00:00,176.89999389648438,176.97000122070312,176.53990173339844,176.83999633789062,563667
2025-07-01 19:45:00+00:00,176.86000061035156,177.0,176.5500030517578,176.90499877929688,1575757
2025-07-02 13:30:00+00:00,176.5,177.25,176.08999633789062,176.61000061035156,1749960
2025-07-02 13:45:00+00:00,177.27999877929688,177.47000122070312,176.39999389648438,176.50999450683594,1047825
2025-07-02 14:00:00+00:00,177.92999267578125,178.11000061035156,176.97000122070312,177.27000427246094,995161
2025-07-02 14:15:00+00:00,177.92649841308594,178.02999877929688,177.3800048828125,177.9499969482422,679172
2025-07-02 14:30:00+00:00,177.52999877929688,178.10000610351562,177.5,177.94000244140625,586279
2025-07-02 14:45:00+00:00,177.75999450683594,178.0,177.52999877929688,177.53419494628906,472114
2025-07-02 15:00:00+00:00,178.25,178.25999450683594,177.74229431152344,177.74229431152344,556568
2025-07-02 15:15:00+00:00,178.55999755859375,178.8188018798828,178.24000549316406,178.24000549316406,526809
2025-07-02 15:30:00+00:00,178.5670928955078,178.78759765625,178.45480346679688,178.55999755859375,551385
2025-07-02 15:45:00+00:00,179.0800018310547,179.10000610351562,178.5500030517578,178.58999633789062,589525
2025-07-02 16:00:00+00:00,178.9949951171875,179.3300018310547,178.94500732421875,179.08999633789062,799386
2025-07-02 16:15:00+00:00,178.85499572753906,179.0800018310547,178.6699981689453,179.0,446390
2025-07-02 16:30:00+00:00,178.9748992919922,179.0749969482422,178.6999969482422,178.84500122070312,428461
2025-07-02 16:45:00+00:00,179.1699981689453,179.24000549316406,178.75,178.97999572753906,371673
2025-07-02 17:00:00+00:00,179.52000427246094,179.7899932861328,179.07000732421875,179.1649932861328,630398
2025-07-02 17:15:00+00:00,179.60479736328125,179.93499755859375,179.25,179.50999450683594,852536
2025-07-02 17:30:00+00:00,179.48489379882812,179.82000732421875,179.43499755859375,179.61000061035156,413124
2025-07-02 17:45:00+00:00,179.52499389648438,179.63999938964844,179.36000061035156,179.4499969482422,327301
2025-07-02 18:00:00+00:00,179.65989685058594,179.78500366210938,179.49000549316406,179.5399932861328,333839
2025-07-02 18:15:00+00:00,179.14999389648438,179.6649932861328,179.0998992919922,179.66000366210938,349125
2025-07-02 18:30:00+00:00,179.32659912109375,179.3363037109375,179.0800018310547,179.14999389648438,327765
2025-07-02 18:45:00+00:00,179.42410278320312,179.60000610351562,179.24000549316406,179.32000732421875,412894
2025-07-02 19:00:00+00:00,179.09500122070312,179.50999450683594,178.93499755859375,179.42999267578125,490726
2025-07-02 19:15:00+00:00,179.4499969482422,179.50999450683594,179.08189392089844,179.08999633789062,521332
2025-07-02 19:30:00+00:00,179.44000244140625,179.7100067138672,179.31300354003906,179.42999267578125,616408
2025-07-02 19:45:00+00:00,179.75999450683594,179.82000732421875,179.17999267578125,179.4196014404297,1745103
2025-07-03 13:30:00+00:00,178.87010192871094,180.64999389648438,178.19000244140625,180.0,2469465
2025-07-03 13:45:00+00:00,179.46499633789062,179.67999267578125,178.64999389648438,178.8800048828125,1202656
2025-07-03 14:00:00+00:00,179.19000244140625,179.64999389648438,178.99569702148438,179.4550018310547,1246701
2025-07-03 14:15:00+00:00,179.40499877929688,179.4600067138672,178.97000122070312,179.19500732421875,578297
2025-07-03 14:30:00+00:00,179.64999389648438,179.75999450683594,179.36000061035156,179.4600067138672,742410
2025-07-03 14:45:00+00:00,179.6020050048828,179.875,179.55999755859375,179.6199951171875,386087
2025-07-03 15:00:00+00:00,179.82119750976562,179.89999389648438,179.56100463867188,179.64999389648438,426158
2025-07-03 15:15:00+00:00,179.77999877929688,180.0449981689453,179.63499450683594,179.82000732421875,611680
2025-07-03 15:30:00+00:00,180.0399932861328,180.24000549316406,179.72000122070312,179.75999450683594,671028
2025-07-03 15:45:00+00:00,179.8300018310547,180.08999633789062,179.6699981689453,180.0330047607422,450134
2025-07-03 16:00:00+00:00,179.8699951171875,180.05499267578125,179.77999877929688,179.8300018310547,418801
2025-07-03 16:15:00+00:00,179.8715057373047,179.97000122070312,179.66000366210938,179.86000061035156,361764
2025-07-03 16:30:00+00:00,180.3166046142578,180.41000366210938,179.86000061035156,179.8800048828125,711234
2025-07-03 16:45:00+00:00,180.52999877929688,180.77000427246094,180.22999572753906,180.3300018310547,1168477
2025-07-07 13:30:00+00:00,179.1649932861328,180.14999389648438,178.90260314941406,180.13499450683594,2132631
2025-07-07 13:45:00+00:00,179.0749969482422,179.4499969482422,178.72959899902344,179.1649932861328,1268533
2025-07-07 14:00:00+00:00,178.75999450683594,179.2100067138672,178.55999755859375,179.0749969482422,849867
2025-07-07 14:15:00+00:00,178.72999572753906,179.02000427246094,178.50999450683594,178.77000427246094,1090046
2025-07-07 14:30:00+00:00,178.2899932861328,178.71730041503906,177.82000732421875,178.71730041503906,1031212
2025-07-07 14:45:00+00:00,177.8800048828125,178.2899932861328,177.5500030517578,178.2899932861328,783223
2025-07-07 15:00:00+00:00,178.1999969482422,178.25100708007812,177.85000610351562,177.8699951171875,786081
